Date,Open,High,Low,Close,Adj Close,Volume
2023-08-03,18.719999,18.940001,18.709999,18.940001,18.940001,4141926
2023-08-04,18.985001,19.245001,18.980000,19.225000,19.225000,4833273
2023-08-07,19.200001,19.370001,19.100000,19.370001,19.370001,4370392
2023-08-08,19.190001,19.450001,19.004999,19.129999,19.129999,5854609
2023-08-09,19.299999,19.485001,19.250000,19.320000,19.320000,5856324
2023-08-10,19.355000,19.575001,19.340000,19.405001,19.405001,4432752
2023-08-11,20.000000,20.540001,19.955000,20.320000,20.320000,16654353
2023-08-14,20.299999,20.700001,20.240000,20.700001,20.700001,8819919
2023-08-15,20.700001,20.900000,20.340000,20.580000,20.580000,9454489
2023-08-16,20.430000,20.799999,20.320000,20.799999,20.799999,7917490
2023-08-17,20.620001,21.070000,20.580000,20.790001,20.790001,9772909
2023-08-18,20.700001,20.709999,20.340000,20.650000,20.650000,7238928
2023-08-21,20.620001,20.840000,20.510000,20.600000,20.600000,5947910
2023-08-22,20.690001,21.150000,20.680000,21.040001,21.040001,7328686
2023-08-23,21.000000,21.320000,20.990000,21.320000,21.320000,6562873
2023-08-24,21.500000,22.049999,21.490000,21.950001,21.950001,11644706
2023-08-25,21.850000,21.920000,21.450001,21.629999,21.629999,7362456
2023-08-28,21.889999,22.030001,21.709999,21.980000,21.980000,7703054
2023-08-29,21.900000,22.070000,21.709999,22.070000,22.070000,8040972
2023-08-30,22.080000,22.330000,21.950001,22.160000,22.160000,10669651
2023-08-31,23.200001,23.760000,23.120001,23.500000,23.500000,24714247
2023-09-01,23.510000,23.600000,22.629999,23.420000,23.420000,12481366
2023-09-04,23.260000,23.760000,23.260000,23.709999,23.709999,7270102
2023-09-05,23.620001,23.790001,23.410000,23.670000,23.670000,7232132
2023-09-06,23.309999,23.410000,22.969999,23.129999,23.129999,8681038
2023-09-07,23.000000,23.070000,22.799999,22.930000,22.930000,7425794
2023-09-08,22.860001,22.969999,22.510000,22.760000,22.760000,7136407
2023-09-11,22.700001,23.040001,22.629999,22.879999,22.879999,6962550
2023-09-12,22.840000,22.950001,22.719999,22.950001,22.950001,5256347
2023-09-13,23.000000,23.389999,22.959999,23.240000,23.240000,6381861
2023-09-14,23.240000,23.540001,23.080000,23.459999,23.459999,5746535
2023-09-15,23.650000,23.799999,23.309999,23.400000,23.400000,31682988
2023-09-18,23.510000,23.570000,23.160000,23.410000,23.410000,8574799
2023-09-19,23.330000,23.590000,23.280001,23.400000,23.400000,5786353
2023-09-20,23.400000,23.760000,23.270000,23.740000,23.740000,8020751
2023-09-21,23.510000,23.639999,23.219999,23.290001,23.290001,6403614
2023-09-22,23.200001,23.340000,23.030001,23.100000,23.100000,6236580
2023-09-25,23.040001,23.200001,22.930000,23.090000,23.090000,6051891
2023-09-26,23.070000,23.120001,22.790001,23.010000,23.010000,7861002
2023-09-27,22.930000,23.219999,21.200001,22.340000,22.340000,12939959
2023-09-28,22.200001,22.670000,22.200001,22.650000,22.650000,5236987
2023-09-29,22.580000,22.930000,22.549999,22.690001,22.690001,5409095
2023-10-02,22.820000,22.879999,22.340000,22.420000,22.420000,5416197
2023-10-03,22.340000,22.530001,21.870001,21.980000,21.980000,5746298
2023-10-04,21.680000,22.059999,21.600000,21.930000,21.930000,5755218
2023-10-05,22.000000,22.000000,21.610001,21.910000,21.910000,4197945
2023-10-06,22.120001,22.430000,22.049999,22.299999,22.299999,6240900
2023-10-09,22.139999,22.190001,21.910000,22.139999,22.139999,4891397
2023-10-10,22.379999,22.530001,22.309999,22.459999,22.459999,4384264
2023-10-11,22.379999,22.790001,22.379999,22.690001,22.690001,5064852
2023-10-12,22.790001,22.840000,22.450001,22.590000,22.590000,5385935
2023-10-13,22.450001,22.480000,21.959999,22.030001,22.030001,5665188
2023-10-16,22.200001,22.530001,22.049999,22.450001,22.450001,5371398
2023-10-17,22.309999,22.559999,22.290001,22.559999,22.559999,4492090
2023-10-18,22.660000,22.670000,21.969999,22.020000,22.020000,5783596
2023-10-19,21.799999,21.990000,21.549999,21.709999,21.709999,5885014
2023-10-20,21.240000,21.420000,21.059999,21.110001,21.110001,7205419
2023-10-23,21.200001,21.270000,20.900000,21.240000,21.240000,4145305
2023-10-24,21.299999,21.299999,21.030001,21.200001,21.200001,3558357
2023-10-25,21.309999,21.450001,21.200001,21.440001,21.440001,4651589
2023-10-26,21.139999,21.430000,20.879999,21.379999,21.379999,4876188
2023-10-27,21.430000,21.510000,21.120001,21.209999,21.209999,3441839
2023-10-30,21.139999,21.360001,21.070000,21.260000,21.260000,4178374
2023-10-31,21.260000,21.400000,21.120001,21.219999,21.219999,6314443
2023-11-01,21.299999,21.889999,21.299999,21.740000,21.740000,5185350
2023-11-02,21.889999,21.990000,21.690001,21.940001,21.940001,5567764
2023-11-03,22.000000,22.080000,21.549999,21.980000,21.980000,4622915
2023-11-06,22.100000,22.209999,21.820000,21.879999,21.879999,7165053
2023-11-07,22.000000,22.980000,21.830000,22.280001,22.280001,9113453
2023-11-08,22.150000,22.490000,21.889999,22.350000,22.350000,9535238
2023-11-09,22.430000,22.450001,22.020000,22.290001,22.290001,5450957
2023-11-10,22.180000,22.209999,21.900000,22.020000,22.020000,5645186
2023-11-13,22.030001,22.110001,21.740000,21.870001,21.870001,5730787
2023-11-14,21.620001,22.090000,21.389999,22.090000,22.090000,8599292
2023-11-15,22.120001,22.830000,22.059999,22.590000,22.590000,7998523
2023-11-16,22.709999,22.770000,22.450001,22.469999,22.469999,5407696
2023-11-17,22.620001,23.160000,22.620001,23.139999,23.139999,10302325
2023-11-20,23.100000,23.330000,22.900000,23.270000,23.270000,7193405
2023-11-21,23.080000,23.320000,22.950001,22.959999,22.959999,4595789
2023-11-22,23.030001,23.180000,22.940001,23.129999,23.129999,4591318
2023-11-23,23.090000,23.270000,23.049999,23.230000,23.230000,2314071
2023-11-24,23.100000,23.520000,23.049999,23.309999,23.309999,4531318
